OBJECTID_1,PIN,ZONE_DISTR,ZONE_TYPE_,DATE,PHOTOGRAPH,VACANT_ABA,GRADE_RUBR,STRUCTURE_,STRUCTURAL,BUILDING_E,BRICK,COMMERCIAL,TWO_STORIE,STONE,PUBLIC_GOV,RESIDENTIA,BARS_ON_WI,BASEMENT_W,SIDING,MULTI_FAMI,ATTACHMENT,SINGLE_FAM,CONCRETE_S,OBSTRUCTED,WOOD,REVIEWED,NEIGHBORHO,COUNCIL_DI,CENSUS_TRA,LANDBANK,HHF,ADDRESS,RESIDENT_1,PARKING_LO,DUMPING_ON
105,45-08-13-327-009.000-017,R3,RESIDENTIAL,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,City of Gary,,2580 FRYE STREET,,No Parking Lot Present,
106,45-08-14-306-034.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,,,2550-52 MAINE STREET,,No Parking Lot Present,
107,45-08-14-306-017.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2579-81 ALABAMA STREET,,No Parking Lot Present,
108,45-08-14-302-024.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1928-30 EAST 25TH PLACE,,No Parking Lot Present,
109,45-08-14-301-013.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1700-02 EAST 25TH PLACE,,No Parking Lot Present,
110,45-08-14-400-001.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,SOUTHEAST OF NIPSCO POWERLINE,,No Parking Lot Present,
111,45-08-14-233-005.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2231 MARSHALLTOWN LANE,Yes,,
112,45-08-13-281-005.000-017,R3,RESIDENTIAL,2014/12/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,2409 ALLEN STREET,,No Parking Lot Present,
113,45-08-13-254-008.000-017,R3,RESIDENTIAL,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,2424 NEW YORK STREET,,No Parking Lot Present,
114,45-09-04-180-018.000-004,R1,RESIDENTIAL,2014/06/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,436-40 SPENCER STREET APPR,,No Parking Lot Present,
115,45-05-32-352-011.000-004,R1,RESIDENTIAL,2014/07/08,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,,,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,6540 BIRCH PLACE,Yes,,
116,45-08-14-252-011.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2521 EAST 23RD AVENUE,Yes,,
117,45-08-14-151-007.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,Parks Department,,1801-13 EAST 23RD PLACE,,No Parking Lot Present,
118,45-08-14-151-002.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,1619-35 EAST 23RD PLACE,,No Parking Lot Present,
119,45-08-14-353-015.000-004,F1,FLOOD PLAN,2014/06/05,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,University Park,Fifth District,Census Tract 123,,,1847-53 EAST 28TH PLACE APPR,,No Parking Lot Present,
120,45-08-14-229-006.000-004,R2,RESIDENTIAL,2013/07/08,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2741 CENTRAL DRIVE,Yes,,
121,45-08-14-353-008.000-004,F1,FLOOD PLAN,2014/06/05,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,University Park,Fifth District,Census Tract 123,,,1709-15 EAST 28TH PLACE APPR,,No Parking Lot Present,
122,45-08-14-229-007.000-004,R2,RESIDENTIAL,2013/07/08,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2749 CENTRAL DRIVE,Yes,,
123,45-08-14-301-004.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1608-10 EAST 25TH PLACE,,No Parking Lot Present,
124,45-08-14-126-009.000-004,R2,RESIDENTIAL,2013/07/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2223 EAST 21ST AVENUE,,,
125,45-08-13-281-004.000-017,R3,RESIDENTIAL,2014/12/17,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,2407 ALLEN STREET,,No Parking Lot Present,
126,45-08-13-310-004.000-017,R3,RESIDENTIAL,2014/12/17,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,COLORADO & RIVER PARK AVENUE,,No Parking Lot Present,
127,45-08-14-309-052.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1920-22 RAILROAD STREET,,No Parking Lot Present,
128,45-08-14-308-021.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2668-70 MAINE STREET,,No Parking Lot Present,
129,45-08-14-126-020.000-004,R2,RESIDENTIAL,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2337 EAST 21ST AVENUE,,,
130,45-09-07-128-002.000-004,R2,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Good,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5213 EAST 11TH PLACE,Yes,,
131,45-08-14-351-009.000-004,F1,FLOOD PLAN,2013/11/15,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1732-38 INDUSTRIAL BOULEVARD,,No Parking Lot Present,
132,45-08-14-308-040.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1876-78 RAILROAD STREET,,No Parking Lot Present,
133,45-08-14-305-036.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2649-51 ILLINOIS STREET,,No Parking Lot Present,
134,45-08-14-307-054.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,City of Gary,,2624-26 MISSOURI STREET,,No Parking Lot Present,
135,45-08-14-307-033.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2637-39 MAINE STREET,,No Parking Lot Present,
136,45-08-14-304-033.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,City of Gary,,2637-39 ILLINOIS PLACE,,No Parking Lot Present,
137,45-08-14-306-024.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2601-03 ALABAMA STREET,,No Parking Lot Present,
138,45-09-04-183-017.000-004,R1,RESIDENTIAL,2014/10/02,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,442-46 SOUTH UNION STREET,,No Parking Lot Present,
139,45-09-05-157-004.000-004,R2,RESIDENTIAL,2014/07/24,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,Miller,First District,Census Tract 102.01,,,6515 EAST 4TH AVENUE,Yes,,
140,45-08-14-229-020.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2738 EAST 21ST PLACE,Yes,,
141,45-08-12-251-015.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,Yes,,Yes,,,,,,,,,Aetna,First District,Census Tract 115,,,4000 EAST 13TH AVENUE,Yes,,
142,45-08-14-307-045.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2594 MISSOURI STREET,,No Parking Lot Present,
143,45-08-14-307-019.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2587-89 MAINE STREET,,No Parking Lot Present,
144,45-08-14-304-015.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,City of Gary,,2571-73 ILLINOIS STREET,,No Parking Lot Present,
145,45-08-14-306-042.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2582-84 MAINE STREET,,No Parking Lot Present,
146,45-08-14-307-010.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2551-53 MAINE STREET,,No Parking Lot Present,
147,45-08-13-308-012.000-017,R3,RESIDENTIAL,2014/12/18,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,,,,,,Fourth District,Census Tract 115,,,3332 EAST 26TH AVENUE,Yes,,
148,45-08-14-301-018.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1720-22 EAST 25TH PLACE,,No Parking Lot Present,
149,45-08-13-282-007.000-017,R3,RESIDENTIAL,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,2457 BENTON STREET,,No Parking Lot Present,
150,45-08-14-206-026.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2554 EAST 23RD AVENUE,Yes,,
151,45-08-14-252-027.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2578 MARSHALLTOWN DRIVE,Yes,,
152,45-08-13-279-004.000-017,R3,RESIDENTIAL,2014/12/18,,Vacant/Abandoned Structure,Fair,Structure Present,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,,Fourth District,Census Tract 115,,,2305 CASS STREET,Yes,,
153,45-08-14-127-012.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2000-20 EAST 23RD PLACE,,No Parking Lot Present,
154,45-08-14-233-009.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2309 MARSHALLTOWN LANE,Yes,,
155,45-08-14-201-022.000-004,R2,RESIDENTIAL,2013/06/01,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Not Enclosed/Secure,Yes,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2336 WISCONSIN STREET,Yes,,
156,45-08-14-206-016.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2617 EAST 22ND PLACE,Yes,,
157,45-08-14-303-038.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2594 ILLINOIS PLACE,,No Parking Lot Present,
158,45-08-14-229-004.000-004,R2,RESIDENTIAL,2013/07/08,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2725 CENTRAL DRIVE,Yes,,
159,45-08-14-228-017.000-004,R2,RESIDENTIAL,2013/09/24,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2917 CENTRAL AVENUE,Yes,,
160,45-08-14-204-009.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2559 EAST 21ST PLACE,Yes,,
161,45-08-14-126-018.000-004,R2,RESIDENTIAL,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,Parks Department,,2047-22 EAST 21ST AVENUE,,No Parking Lot Present,
162,45-08-11-379-048.000-004,R3,RESIDENTIAL,2013/07/27,,Vacant/Abandoned Structure,Dangerous,Structure Present,Significant Structural Damage,Building Not Enclosed/Secure,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2248 EAST 20TH AVENUE,,,
163,45-09-06-354-025.000-004,B3-1,BUSINESS,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,City of Gary,,856-58 DEKALB STREET,,,
164,45-09-04-427-015.000-004,R1,RESIDENTIAL,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,9501 EAST 5TH AVENUE,,No Parking Lot Present,
165,45-09-07-251-006.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5641 EAST 13TH PLACE,Yes,,
166,45-08-12-451-002.000-004,M1-1,MANUFACTURING,2014/08/07,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,21ST EAST AVE & OKLAHOMA STREET,,No Parking Lot Present,
167,45-09-07-105-032.000-004,R2,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Poor,Structure Present,,,,,,,,,,,,Yes,,,,,Yes,,Aetna,First District,Census Tract 115,,,1248 DEKALB STREET,Yes,,
168,45-08-12-102-014.000-004,R2,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Dangerous,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,,,,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,1100-04 WYOMING STREET,Yes,,
169,45-09-06-254-007.000-004,R2,RESIDENTIAL,2013/11/02,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,Yes,,,,Yes,,,,,Miller,First District,Census Tract 102.01,,,5614 EAST 4TH AVENUE,Yes,,
170,45-09-05-152-008.000-004,R2,RESIDENTIAL,2014/07/24,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,349 SOUTH GRAND BOULEVARD,,No Parking Lot Present,
171,45-08-11-380-033.000-004,R3,RESIDENTIAL,2013/07/27,,Vacant/Abandoned Structure,Dangerous,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,Yes,,,Yes,,,,,Pulaski,Fourth District,Census Tract 114,,,2148 EAST 21ST AVENUE,Yes,,
172,45-08-14-305-080.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1812-14 RAILROAD STREET,,No Parking Lot Present,
173,45-08-14-305-072.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2664-66 ALABAMA STREET,,No Parking Lot Present,
174,45-08-14-304-058.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2640-42 ILLINOIS PLACE,,No Parking Lot Present,
175,45-08-14-307-029.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2621-23 MAINE STREET,,No Parking Lot Present,
176,45-08-14-303-047.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1600-02 RAILROAD STREET,,No Parking Lot Present,
177,45-09-06-377-011.000-004,B3-1,BUSINESS,2013/07/07,,Occupied Structure,Good,Structure Present,,,Yes,,Yes,,,Yes,,Yes,,,,Yes,,,,,Aetna,First District,Census Tract 102.01,,,5434 EAST 8TH AVENUE,Yes,,
178,45-08-14-126-029.000-004,R2,RESIDENTIAL,2013/08/01,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,Parks Department,,2240-58 EAST 22ND PLACE,,,
179,45-08-11-304-016.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,1736 ILLINOIS STREET,Yes,,
180,45-08-12-426-005.000-004,M1-1,MANUFACTURING,2014/08/07,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,1620-18 BENTON STREET APPR,,No Parking Lot Present,
181,45-08-11-304-001.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,Pulaski,Fourth District,Census Tract 114,,,1701 MISSISSIPPI STREET,Yes,,
182,45-08-12-255-033.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Excellent,Structure Present,,,,,,Yes,,Yes,,Yes,Yes,,,,,,,,Aetna,First District,Census Tract 115,,,4300 EAST 13TH AVENUE,Yes,,
183,45-08-12-101-001.000-004,M1-2,MANUFACTURING,2014/12/16,,Occupied Structure,Excellent,Structure Present,,,,Yes,,,,,,,,,Yes,,,,,,Aetna,First District,Census Tract 115,,,800-140 COLORADO STREET APPR,,,
184,45-09-05-152-023.000-004,R2,RESIDENTIAL,2014/07/24,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,Miller,First District,Census Tract 102.01,,,336 JASPER STREET,Yes,,
185,45-09-04-176-014.000-004,R1,RESIDENTIAL,2014/06/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,379-83 SHELBY STREET,,No Parking Lot Present,
186,45-08-14-303-016.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2575-77 MISSISSIPPI STREET,,No Parking Lot Present,
187,45-08-14-304-039.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2570-72 ILLINOIS PLACE,,No Parking Lot Present,
188,45-08-14-307-018.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2583-85 MAINE STREET,,No Parking Lot Present,
189,45-08-14-304-042.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2582-84 ILLINOIS PLACE,,No Parking Lot Present,
190,45-08-14-304-005.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1717-19 EAST 25TH PLACE,,No Parking Lot Present,
191,45-08-14-303-008.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1629-31 EAST 25TH PLACE,,No Parking Lot Present,
192,45-08-14-233-002.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2201 MARSHALLTOWN LANE,Yes,,
193,45-08-14-203-004.000-004,R2,RESIDENTIAL,2013/07/08,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Enclosed/Secure,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2637 CENTRAL DRIVE,Yes,,
194,45-08-12-255-034.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,,,,Yes,Yes,,,,,Aetna,First District,Census Tract 115,,,4308 EAST 13TH AVENUE,Yes,,
195,45-08-11-305-001.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,1700 CENTRAL DRIVE,Yes,,
196,45-09-07-151-002.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1310 DEARBORN STREET,Yes,,
197,45-09-06-378-028.000-004,R2,RESIDENTIAL,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,,,868-70 ELKHART STREET,,,
198,45-09-06-476-006.000-004,M1-1,MANUFACTURING,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,6017-19 EAST DUNES HIGHWAY,,No Parking Lot Present,
199,45-09-04-300-011.000-004,R1,RESIDENTIAL,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,500-600 UNION STREET APPR,,No Parking Lot Present,
200,45-09-06-428-004.000-004,R2,RESIDENTIAL,2013/11/02,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,,Miller,First District,Census Tract 102.01,,,513 HOWARD STREET,Yes,,
